ResponseName,RecommendationCount,IsFree,ScreenshotCount,PlatformWindows,PlatformMac,PlatformLinux,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer
Mighty Switch Force! Hose It Down!,0,False,5,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
Colortone,0,False,11,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Butsbal,0,False,5,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Omni,0,False,6,True,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False
ICY,168,False,7,True,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False
The Architect,0,False,15,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
The Logomancer,0,False,5,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
NOBUNAGAS AMBITION: Souzou SengokuRisshiden / Xin Chang noYe Wang *Chuang Zao  Zhan Guo Li Zhi Chuan,225,False,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16bit Trader,804,False,10,True,True,True,False,True,False,True,True,True,True,True,False,False,False,False,False
Chronicon,204,False,7,True,False,False,False,True,True,True,False,False,True,False,True,False,False,False,False
New kind of adventure,1221,False,16,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
Taimumari,0,False,10,True,False,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Football Tactics,625,False,11,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False
DungeonRift,0,False,16,True,True,True,False,True,True,False,True,False,True,False,True,False,False,False,False
Three Days,0,False,12,True,False,False,False,True,False,True,True,False,True,False,True,False,False,False,False
Air Brawl,600,True,6,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
CortexGear:AngryDroids,0,False,5,True,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False
Apartment 666,0,False,5,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
The Adventures of Mr. Bobley,309,False,28,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
QUASAR,0,False,20,True,True,True,False,True,True,False,True,True,False,False,False,False,True,False,False
Invisigun Heroes,0,False,10,True,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False
Volstead,0,False,6,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Quantum Conscience,0,False,12,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Build n Bump,0,False,5,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False
The Forgettable Dungeon,0,False,7,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False
Human Resource Machine,1128,False,10,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Rytmik Ultimate,0,False,11,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Island Defense,0,False,6,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
SLIDE: platformer,0,False,6,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
Trackmania(r) Turbo,839,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
Anno 2205(tm),1750,False,13,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Trap Them,0,False,7,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False
Viridi,3637,True,16,True,True,True,False,True,False,False,True,False,False,True,False,True,False,False,False
Pro Evolution Soccer 2016,3086,False,5,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
Black Island,0,False,6,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Assault Corps 2,0,False,19,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True
Illuminascii,0,False,10,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
SAGA,108,True,9,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
Industry Transporters,0,False,20,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
DNO Rasas Journey,0,False,5,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
The Isle,2585,False,7,True,False,False,False,True,True,True,False,False,False,True,True,False,False,False,True
Hadean Lands,0,False,5,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Ground Breakers,0,False,8,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
GUILTY GEAR Xrd -SIGN-,1588,False,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
OVERGRAVITY,0,False,7,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
Acaratus,0,False,14,True,False,False,False,True,False,True,False,True,True,False,True,False,False,False,False
Last Days of Old Earth,0,False,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Kelvin and the Infamous Machine,0,False,13,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Big Fish Legend,102,False,12,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
WildStar,2384,True,12,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Project Orion,0,False,13,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Splendor,0,False,6,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Monument,0,False,7,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
World War II GI,0,False,7,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Big Thinkers Kindergarten,0,False,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Big Thinkers 1st Grade,0,False,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False
Sherlock Holmes Consulting Detective: The Case of the Tin Soldier,0,False,5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,0,False,5,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Minecraft: Story Mode - A Telltale Games Series,6493,False,24,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ASTROKILL,0,False,14,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False
Hot Guns,0,False,13,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False
Tiki Man,126,False,11,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
Professor Teaches Windows 10,0,False,10,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Professor Teaches(r) Excel 2013 & 365,0,False,10,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Professor Teaches(r) Word 2013 & 365,0,False,7,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Noctropolis,0,False,12,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Hatoful Boyfriend: Holiday Star,192,False,18,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
UnderEarth,0,False,6,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Chronicle Keepers: The Dreaming Garden,0,False,10,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Hide & Hold Out - H2o,492,False,11,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True
Tactical Genius,130,True,8,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False
Fallout 4,72929,False,22,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pale Echoes,0,False,8,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Daemon Detective Gaiden,0,False,8,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Deficis,0,False,7,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
Subaeria,0,False,10,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False
Alarameth TD(tm),0,False,5,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Biodrone Battle,126,False,10,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
The Tower Of Elements,142,False,7,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Close Your Eyes,468,True,10,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
ChessBase 13 Academy,0,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ChessBase 13 Pro,0,False,9,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Western Press,0,False,9,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Who Is Mike - A Visual Novel,229,True,5,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False,False
Lost Lands: Dark Overlord,0,False,14,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Chicken Invaders 3,0,False,5,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
ENKI,0,False,10,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
N.E.R.O.: Nothing Ever Remains Obscure,0,False,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Prismatica,0,False,7,True,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False
Pike and Shot : Campaigns,0,False,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Xia Ke Feng Yun Chuan (Tale of Wuxia),1045,False,11,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False
Unfair Jousting Fair,0,False,5,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False
Space Drifters 2D,0,False,6,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
IRFaceRig,0,True,5,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Tcheco in the Castle of Lucio,245,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Blockwick 2,0,False,6,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
G-senjou no Maou - The Devil on G-String,138,False,10,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
Sakura Beach,287,False,7,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Starlight Vega,0,False,7,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Idol Magical Girl Chiru Chiru Michiru Part 1,0,False,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Idol Magical Girl Chiru Chiru Michiru Part 2,0,False,5,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Fox & Flock,104,False,5,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
FINAL FANTASY IX,1840,False,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Mushihimesama,535,False,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
DARIUSBURST Chronicle Saviours,248,False,13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Eternal Destiny,0,False,24,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Blue Libra,0,False,10,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False
Empire TV Tycoon,397,False,10,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False
Slam,0,False,7,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False
Void And Meddler,101,False,10,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Mortos,0,False,12,True,False,False,False,True,True,True,True,False,False,False,True,False,False,False,False
Protocol,0,False,9,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Cardinal Quest 2,0,False,9,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Energy Hook,0,False,10,True,True,True,False,True,True,False,False,False,False,False,False,False,True,False,False
Rack N Ruin,0,False,10,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False
Rebel Wings,0,False,9,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
Nyctophobia,251,False,11,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Hack RUN,0,False,5,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
Football Manager 2016,4141,False,14,True,True,True,False,False,False,False,False,False,False,True,False,False,True,False,False
Fortify,0,False,23,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Putrefaction,240,False,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Pump-Action Captain,0,False,11,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
The Knobbly Crook: Chapter I - The Horse You Sailed In On,133,True,10,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False
Nomad,1071,True,15,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,False
Production Inc.,0,False,7,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False
Dont Be Patchman,0,False,8,True,False,True,False,True,True,True,False,False,False,False,True,False,False,False,False
Jurassic Island: The Dinosaur Zoo,0,False,5,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Robot Tsunami,0,False,12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Badland Bandits,121,True,23,True,True,True,False,False,True,False,False,False,True,True,True,False,False,True,True
Sunny Hillride,0,False,8,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
Witches Heroes and Magic,0,False,6,True,True,False,False,True,True,True,True,True,True,False,False,False,False,False,False
Natures Zombie Apocalypse,0,False,17,True,True,True,False,True,True,False,True,False,False,False,True,False,False,False,False
Robo Miner,0,False,7,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Untamed: Life Of A Cougar,0,False,12,True,False,False,False,True,True,True,True,False,False,True,False,False,False,False,False
Forest Warrior,0,False,5,True,False,False,False,True,True,True,False,False,False,False,True,False,False,False,False
Valley,162,False,6,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Shadows on the Vatican Act II: Wrath,0,False,11,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Blues and Bullets,825,False,12,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
Potions: A Curious Tale,0,False,5,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Neptune Flux,0,False,6,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Thea: The Awakening,1219,False,9,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Sayonara Umihara Kawase,0,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
ESCHATOS,0,False,12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kagura Douchuuki,0,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Police Tactics: Imperio,171,False,8,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Steamroll,0,False,15,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
The Princess Heart,0,False,16,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Galagans Island: Reprymian Rising,0,False,22,True,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False
Pesadelo - Regressao,0,False,12,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Wayward,118,False,7,True,True,True,False,True,False,True,False,False,True,True,True,False,False,False,False
Atlantic Quest Solitaire,0,False,7,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Sumo Revise,124,False,13,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
Clandestinity of Elsie,0,False,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Buggy,0,False,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Sol Divide,0,False,5,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Mobile Light Force (aka Gunbird),0,False,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ReLoaded,0,False,5,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
Superstar Dance Club,0,False,5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Polynomial 2,0,False,14,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False
DELTAZEAL,0,False,16,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Fate Tectonics,0,False,5,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False
Diner Mania,0,False,5,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Animated Puzzles,0,False,7,True,True,True,False,True,False,False,True,False,False,False,True,False,False,False,False
Bloo Kid 2,167,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Technolust,0,False,10,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
DOOM,23915,False,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gravity Error,0,False,5,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alteil: Horizons,0,True,6,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
Mahjong Pretty Girls Battle : School Girls Edition,152,False,10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Panzermadels: Tank Dating Simulator,648,False,5,True,True,False,False,True,False,True,True,False,True,True,False,False,False,False,False
Hush,0,False,5,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False
MiniOne Racing,0,False,18,True,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
Three Heroes,0,False,20,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
SONAR Steam Edition,0,False,6,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Flute Master,0,False,10,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Celias Quest,0,False,8,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Warhawks,0,False,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Secret of Tremendous Corporation,206,True,5,True,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False
STASIS,676,False,11,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Signal to Noise,0,False,14,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Hover Junkers,553,False,13,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Tap Tap Infinity,743,True,5,True,True,False,False,True,True,False,True,False,True,False,False,True,False,False,False
Inevitability,0,False,6,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Incandescent,0,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Spandex Force: Champion Rising,0,False,6,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Axion,0,False,12,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
SpaceCorn,360,False,5,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Fishing Planet,6351,True,8,True,True,True,False,False,False,False,False,False,False,True,True,True,True,False,True
Killing Time at Lightspeed: Enhanced Edition,0,False,7,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Final Approach,205,False,20,True,False,False,False,True,True,False,True,True,False,True,False,False,False,False,False
DonYoku,0,False,11,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Zombie Killtime,0,False,6,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False
Anima Gate of Memories,161,False,17,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False
Wind of Luck: Arena,379,False,17,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True
Demon Horde Master,0,False,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Teeworlds,2084,True,5,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False
Barbara-ian,0,False,5,True,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False
Boss 101,0,False,7,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Bocce Revolution,0,False,12,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
B.A.D Battle Armor Division,0,False,8,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
6 Nights,0,False,5,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
Orion: A Sci-Fi Visual Novel,0,False,6,True,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False
Sky Rogue,342,False,12,True,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False
The Ritual on Weylyn Island,0,False,9,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Ted by Dawn,0,False,10,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
The Men of Yoshiwara: Kikuya,126,False,14,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Shoppe Keep,1396,False,16,True,True,True,False,True,False,True,False,False,True,True,False,False,False,False,False
Karma,0,False,5,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False
Cruel Arena,0,False,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Lost in Paradise,0,False,12,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Edengrad,0,False,18,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
Dead by Daylight,30933,False,13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Hydraulic Empire,0,False,17,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,False
Orion Trail,110,False,8,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Dragon Rider,0,False,5,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False
Proton Pulse,0,False,5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Bezier,0,False,16,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Epic Cards Battle(TCG),637,True,6,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False
Shred! Downhill Mountain Biking,0,False,14,True,True,False,False,True,True,False,True,False,False,False,False,False,True,True,False
Dandy: Or a Brief Glimpse Into the Life of the Candy Alchemist,0,False,10,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Life of Rome,0,False,35,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True
Allods Online RU,478,True,15,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
RC Simulation 2.0,127,False,30,True,True,True,False,True,True,False,True,False,False,True,True,False,False,True,False
80 Days,403,False,9,True,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False
DRIFT 84,0,False,7,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
Tom Clancys EndWar(r) Online,374,True,10,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
My Paper Boat,0,False,8,True,True,False,False,False,False,True,True,False,False,False,False,False,False,True,False
Koala Kids,0,False,6,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Red Rope: Dont Fall Behind,0,False,7,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Induction,0,False,6,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Bards Gold,0,False,10,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Xenocide,0,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Trials on Tatooine,644,True,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dragon Saga,504,True,5,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
Eon Altar,217,False,12,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False
Neoncube,0,False,11,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Action Alien,0,False,21,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Dungeon Nightmares II : The Memory,110,False,9,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Virtual Desktop,422,False,9,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Journey To The Center Of The Earth,254,False,11,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Exiles End,0,False,10,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False
SKYHILL,490,False,10,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False
Dark Years,0,False,19,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Devilry,0,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Lightrise(tm),0,False,46,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
8Bit Fiesta,114,False,12,True,False,True,False,True,True,False,True,False,False,False,True,False,False,False,False
Space Xonix,0,False,8,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Kidnapped,315,False,9,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Eco - Global Survival Game,0,False,8,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
Heart of Ember CH1,0,False,10,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False
Devils Bluff,166,False,10,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False
The Amber Throne,0,False,11,True,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False
E.T. Armies,124,False,8,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Super Dungeon Run,0,False,20,True,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False
Relic Hunters Zero,3987,True,8,True,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False
Hot Lava,0,False,9,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Glass Wing,0,False,6,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Piercing Blow,1278,True,16,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Feudalism,0,False,22,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FINAL FANTASY V,388,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
FINAL FANTASY VI,484,False,5,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
RETSNOM,0,False,10,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
HITMAN(tm),8565,False,19,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
RISK - The Game of Global Domination,113,False,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
BrainBread 2 Mod Tools,0,False,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
JamG,0,False,5,True,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False
a Family of Grave Diggers,0,False,6,True,False,False,False,True,True,True,True,True,True,False,True,False,False,False,False
Medieval Mercs,295,False,13,True,False,False,False,True,True,True,True,True,True,False,False,False,False,False,False
The Fleets of Sol,0,False,9,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Sakura Clicker,11532,True,10,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
Fragile Allegiance,0,False,15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Empyrion - Galactic Survival,5198,False,26,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False
Dead Island Definitive Edition,1079,False,10,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
Dead Island: Riptide Definitive Edition,281,False,10,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False
SUMICO - The Numbers Game,0,False,6,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Dungeon Souls,885,False,9,True,True,True,False,True,True,True,False,False,True,False,True,False,False,False,False
Angels That Kill,0,False,18,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
Hue,0,False,12,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Star Chronicles: Delta Quadrant,132,False,5,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Sound of Drop - fall into poison -,138,False,8,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Lilly and Sasha: Guardian Angels,0,False,6,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Vortex,0,False,7,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Metro Warp,0,False,6,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False
Squarelands,107,False,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Flesh Eaters,1013,False,5,True,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False
