ResponseName,RecommendationCount,IsFree,ScreenshotCount,PlatformWindows,PlatformMac,PlatformLinux,GenreIsNonGame,GenreIsIndie,GenreIsAction,GenreIsAdventure,GenreIsCasual,GenreIsStrategy,GenreIsRPG,GenreIsSimulation,GenreIsEarlyAccess,GenreIsFreeToPlay,GenreIsSports,GenreIsRacing,GenreIsMassivelyMultiplayer
URU: Complete Chronicles,0,False,10,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Myst: Masterpiece Edition,137,False,11,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
BIT.TRIP BEAT,692,False,14,True,True,False,False,True,True,False,True,False,False,False,False,False,False,False,False
BIT.TRIP RUNNER,3297,False,12,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Delve Deeper,345,False,9,True,False,False,False,True,False,True,False,True,True,False,False,False,False,False,False
Fantasy Wars,0,False,11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Kings Bounty: Crossworlds,273,False,11,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Men of War: Vietnam,408,False,10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
IL-2 Sturmovik: Cliffs of Dover,555,False,4,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Theatre of War 3: Korea,0,False,18,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Men of War: Assault Squad,2473,False,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Ride em Low,0,False,7,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Kaptain Brawe: A Brawe New World,0,False,10,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Dive to the Titanic,0,False,8,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Demolition Company Gold Edition,122,False,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Dustforce DX,1535,False,13,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Archon Classic,0,False,11,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Aura: Fate of the Ages,115,False,10,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
SpellForce 2: Faith in Destiny,159,False,10,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
Gothic 1,1469,True,11,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Painkiller Redemption,280,False,26,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gothic 3: Forsaken Gods Enhanced Edition,272,False,7,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ArcaniA: Fall of Setarrif,200,False,14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Pat & Mat,265,False,6,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Take On Helicopters,511,False,44,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Carrier Command: Gaea Mission,650,False,16,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
ARMA: Gold Edition,485,False,6,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
ARMA: Cold War Assault,3286,False,20,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
Dungeon Defenders,10059,False,11,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False
The Bureau: XCOM Declassified,5556,False,9,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sid Meiers Civilization(r): Beyond Earth(tm),15657,False,7,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
The Polynomial - Space of the music,360,False,30,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
The Darkness II,6337,False,10,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Dino D-Day,12517,False,10,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Hacker Evolution,657,False,5,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Hacker Evolution: Untold,287,False,5,True,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False
Hacker Evolution Duality,464,False,10,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Governor of Poker 2,0,False,8,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False
Governor of Poker 2 - Premium Edition,133,False,9,True,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False
VVVVVV,5603,False,5,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Recettear: An Item Shops Tale,3970,False,10,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Chantelise - A Tale of Two Sisters,470,False,11,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Diamond Dan,0,False,17,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False
Worms Ultimate Mayhem,1401,False,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Worms Crazy Golf,404,False,12,True,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
Worms,243,False,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Worms Blast,150,False,8,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Worms Pinball,256,False,9,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Star Ruler,226,False,10,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Evochron Mercenary,372,False,24,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
ESWAT(tm): City Under Siege,0,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Flicky(tm),0,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Golden Axe(tm) II,0,False,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sonic the Hedgehog,0,False,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sword of Vermilion(tm),0,False,4,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Virtua Fighter(tm) 2,0,False,4,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
Alien Soldier,0,False,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Gunstar Heroes,0,False,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Landstalker: The Treasures of King Nole,0,False,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Light Crusader,0,False,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Shining Force,0,False,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Shining Force II,0,False,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Shining in the Darkness,0,False,6,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Sonic 3 and Knuckles,0,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sonic the Hedgehog 2,0,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Streets of Rage,0,False,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Streets of Rage 2,0,False,6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ToeJam & Earl,0,False,5,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ToeJam & Earl in Panic on Funkotron,0,False,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Wonder Boy III: Monster Lair,0,False,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Crazy Taxi,614,False,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
SEGA Bass Fishing,248,False,8,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
Sonic Adventure DX,1758,False,11,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Space Channel 5: Part 2,369,False,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Sonic Generations Collection,4707,False,13,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Closure,659,False,12,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False
Universe Sandbox,2648,False,11,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
Clones,0,False,15,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
Arcadia,0,False,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
The Elder Scrolls V: Skyrim,182587,False,14,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Winter Voices,176,False,13,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Cities in Motion,601,False,12,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False
Majesty 2 Collection,441,False,10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Defenders of Ardania,0,False,7,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Darkest Hour: A Hearts of Iron Game,703,False,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Pride of Nations,0,False,14,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Sengoku,232,False,7,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
Supreme Ruler: Cold War,151,False,14,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Bejeweled(r) 3,1687,False,18,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False
APOX,136,False,11,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Fate of the World,263,False,10,True,True,False,False,True,False,False,True,True,False,True,False,False,False,False,False
Puzzle Bots,125,False,8,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Gemini Rue,1001,False,16,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
The Blackwell Legacy,669,False,5,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Blackwell Unbound,256,False,5,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Blackwell Convergence,207,False,6,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Blackwell Deception,232,False,9,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Farming Simulator 2011,294,False,6,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Blue Toad Murder Files(tm): The Mysteries of Little Riddle,0,False,7,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Guardians of Graxia,135,False,10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
SkyDrift,670,False,15,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Anomaly: Warzone Earth,3434,False,7,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False
Iron Front: Digital War Edition,511,False,12,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
Sanctum,2422,False,4,True,True,False,False,True,True,False,True,True,False,False,False,False,False,False,False
E.Y.E: Divine Cybermancy,4225,False,22,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Cloning Clyde,0,False,12,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Ancients of Ooga,0,False,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Post Apocalyptic Mayhem,1401,False,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Hydrophobia: Prophecy,1872,False,8,True,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False
DETOUR,1445,False,10,True,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False
Gundemonium Recollection,114,False,15,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Hitogata Happa,149,False,15,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
GundeadliGne,120,False,15,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
A.R.E.S.: Extinction Agenda,725,False,13,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
B.U.T.T.O.N. (Brutally Unfair Tactics Totally OK Now),0,False,3,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Xotic,132,False,11,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Shadow Harvest: Phantom Ops,0,False,10,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
SpaceChem,3233,False,6,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Agricultural Simulator 2011: Extended Edition,153,False,10,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
Revenge of the Titans,848,False,13,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False
Dinner Date,733,False,9,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Jamestown,1788,False,5,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
The Dream Machine: Chapter 1 & 2,524,False,6,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Nidhogg,5040,False,8,True,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False
Back to the Future: Ep 2 - Get Tannen!,0,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Back to the Future: Ep 3 - Citizen Brown,0,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Back to the Future: Ep 4 - Double Visions,0,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Back to the Future: Ep 5 - OUTATIME,0,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Puzzle Agent 2,422,False,9,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Hector: Episode 1,0,False,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hector: Episode 2,0,False,0,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Hector: Badge of Carnage - Full Series,122,False,9,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
Super Splatters,134,False,8,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
Capsized,760,False,10,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False
ibb & obb,1358,False,6,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
The Cat and the Coup,695,True,10,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Air Conflicts: Secret Wars,201,False,12,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
The Tiny Bang Story,1816,False,8,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
Defy Gravity Extended,8428,False,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Steel Storm: Burning Retribution,252,False,20,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False
Shoot Many Robots,625,False,8,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False
Nexuiz,204,False,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Slam Bolt Scrappers,0,False,9,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Solar 2,1492,False,9,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Section 8(r): Prejudice(tm),764,False,12,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Kohan: Immortal Sovereigns,0,False,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Kohan: Ahrimans Gift,0,False,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Kohan II: Kings of War,0,False,15,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Magic: The Gathering - Duels of the Planeswalkers 2013,897,False,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Trauma,529,False,6,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Frozen Synapse,2192,False,7,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Toy Soldiers,911,False,14,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False
Hard Reset Extended Edition,2684,False,25,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Naval Warfare,217,False,10,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Demolition Inc.,224,False,13,True,True,False,False,True,True,False,True,True,False,True,False,False,False,False,False
Dungeons of Dredmor,3386,False,9,True,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False
Alien Hallway,171,False,15,True,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False
Dungeons and Dragons: Daggerdale,297,False,6,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Yars Revenge,0,False,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
YOU DONT KNOW JACK(r),107,False,10,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Renegade Ops,1441,False,20,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Garshasp: The Monster Slayer,267,False,10,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Garshasp: Temple of the Dragon,0,False,11,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
NightSky,692,False,15,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False
Bulletstorm(tm),3545,False,5,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Crysis 2 - Maximum Edition,5458,False,11,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Spiral Knights,15519,True,23,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True
Puzzle Pirates,957,True,11,True,True,False,False,False,False,True,True,True,False,False,False,True,False,False,True
Silo 2,0,False,6,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
CameraBag 2,126,False,5,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
3D-Coat V4.7,0,False,21,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Runespell: Overture,299,False,9,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False
Vertex Dispenser,0,False,11,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Kingdoms of Amalur: Reckoning(tm),6628,False,11,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
Orcs Must Die!,4412,False,10,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
A.V.A. Alliance of Valiant Arms(tm),8010,False,12,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Gatling Gears,0,False,10,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Shank 2,1277,False,7,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Warp,224,False,5,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
iBomber Defense,166,False,11,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
Storm in a Teacup,118,False,5,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Inside a Star-filled Sky,0,False,10,True,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False
BEEP,3861,False,9,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False
Portal 2 - The Final Hours,395,False,7,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Super MNC,4379,True,20,True,False,False,False,True,True,False,False,True,False,False,False,True,True,False,False
ORION: Prelude,27713,True,40,True,False,False,False,True,True,True,False,False,False,False,False,True,False,False,False
A New Beginning - Final Cut,961,False,13,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Lume,408,False,5,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False
Critical Mass,354,False,5,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False
Ms. Splosion Man,171,False,13,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Age of Empires(r) III: Complete Collection,7658,False,16,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
Terraria,139819,False,12,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False
Tobes Vertical Adventure,115,False,10,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
PixelJunk(tm) Eden,625,False,15,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
Bastion,19633,False,13,True,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False
Space Pirates and Zombies,2187,False,12,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False
Breath of Death VII,1000,True,15,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Cthulhu Saves the World,2731,True,15,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
Arma 3,63534,False,15,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
Waves,924,False,12,True,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False
Rochard,1198,False,10,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
War Inc. Battlezone,3030,True,25,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
Starpoint Gemini,0,False,18,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
Ticket to Ride,933,False,3,True,True,True,False,True,False,False,True,True,False,False,False,False,False,False,False
Memoir 44 Online,217,True,5,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False
Vessel,493,False,14,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Project Zomboid,12449,False,12,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False
Death Rally,437,False,7,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
Alan Wake,14262,False,7,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Legend of Fae,0,False,10,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
MicroVolts Surge,3515,True,15,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Fowl Space,200,False,5,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Neverwinter,18128,True,10,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True
Achron,0,False,13,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
inMomentum,138,False,11,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Data Jammers: FastForward,0,True,18,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Astro Tripper,0,False,8,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Alien Zombie Megadeath,0,False,12,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Mutant Storm: Reloaded,0,False,6,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
L.A. Noire,10103,False,14,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
The Clockwork Man,0,False,5,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
The Clockwork Man: The Hidden World,0,False,5,True,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False
Snuggle Truck,395,False,6,True,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Smash Cars,0,False,18,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False
Bunch of Heroes,352,False,11,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Serious Sam Double D XXL,474,False,11,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Blocks That Matter,642,False,6,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False
Guardians of Middle-earth,1175,False,5,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Avadon: The Black Fortress,320,False,8,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Monaco: Whats Yours Is Mine,6222,False,6,True,True,True,False,True,True,True,True,True,False,False,False,False,False,False,False
The Binding of Isaac,39367,False,12,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,False
APB Reloaded,24608,True,23,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
Fallen Earth Free2Play,6303,True,11,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Costume Quest,2143,False,10,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,False
Stacking,1101,False,9,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
Iron Brigade,470,False,5,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Cossacks II: Napoleonic Wars,205,False,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
American Conquest,173,False,5,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
American Conquest: Fight Back,128,False,9,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Call of Duty(r): Modern Warfare(r) 3,19251,False,13,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Prototype 2,4130,False,7,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
Owlboy,0,False,15,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False
Super Toy Cars,267,False,20,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
Lightfish,122,False,18,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
Quantum Conundrum,1063,False,16,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Global Ops: Commando Libya,241,False,17,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Naval War: Arctic Circle,148,False,10,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Nancy Drew(r):  Shadow at the Waters Edge,0,False,10,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Puzzler World 2,165,False,18,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False
Battle Chess: Game of Kings(tm),167,False,7,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Worms Revolution,3320,False,11,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sideway(tm) New York,0,False,12,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
Realm of the Mad God,22224,True,12,True,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True
Off-Road Drive,333,False,9,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
Batman: Arkham City - Game of the Year Edition,16418,False,11,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False
A Game of Dwarves,395,False,14,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
Oil Rush,293,False,13,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
SOL: Exodus,0,False,16,True,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False
Memento Mori,0,False,14,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
XCOM: Enemy Unknown,31794,False,15,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
Dungeons - The Dark Lord,126,False,9,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
Gettysburg: Armored Warfare,188,False,10,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
Disciples III - Resurrection,0,False,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Torchlight II,23667,False,18,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,False
Cave Story+,4006,False,13,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,False
Before the Echo,1107,False,11,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False
Sonic CD,1225,False,10,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Geneforge 1,193,True,5,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Geneforge 2,0,True,5,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Geneforge 3,0,True,5,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Geneforge 4: Rebellion,0,True,6,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Geneforge 5: Overthrow,0,True,6,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False
Galcon Legends,129,False,5,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False
Revelations 2012,251,False,18,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
Pox Nora,407,True,9,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
EverQuest(r) II Free-To-Play. Your Way.(tm),819,True,4,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Total War: SHOGUN 2,15442,False,29,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Total War: Shogun 2 - Fall of the Samurai,158,False,17,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sins of a Solar Empire(r): Trinity,415,False,6,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
